,Coefficient,Expectation Values
0,1.5280210592332604,1.0000000000000002
1,-0.40516889844632487,0.9910139801431799
2,-0.2722152573510047,-0.9872173171649345
3,0.0885220615853347,-0.9961762148446665
4,-0.052063680664412165,6.81232698201918e-08
5,0.016033305580190987,-5.472870905284361e-07
6,-0.052063680664412165,-1.6893635150002608e-07
7,0.016033305580190987,2.2303690630411502e-07
8,0.08812294324841641,0.008448553285111874
9,-0.017356000955093313,0.008416804501691058
10,0.08812294324841641,0.008415095602920303
11,-0.017356000955093313,0.008445319371684431
12,-0.012970529275601935,-5.128385442669405e-08
13,-0.015318666338180915,8.269145248241492e-08
14,-0.0023481370625789686,1.6363562589057742e-07
15,-0.0023481370625789686,3.3260994279936594e-08
16,-0.015318666338180915,1.6191206284047544e-07
17,-0.012970529275601935,2.4316391929529214e-07
18,-0.6893596033215873,0.999963783624499
19,0.105719993308319,-0.9872532905961873
20,-1.0422225890818175,0.9962223867791743
21,0.1317993452115655,-0.9909940425744305
22,-0.01983190481381173,0.008446095109268708
23,-0.01983190481381173,0.008417582983696879
24,-0.2722152573510047,-0.9872403235750761
25,0.16302461641468569,0.9999507036030241
26,-0.04197705526657951,-0.00841435624884894
27,-0.04197705526657951,-0.008447769364446737
28,0.019862079551633466,-0.13350327106328355
29,0.019862079551633466,-0.1335012078010209
30,0.019862079551633466,-0.13350510385912054
31,0.019862079551633466,-0.1335069945614357
32,-0.019808855464805167,2.2138643758504704e-06
33,-0.019808855464805167,2.190195441564381e-06
34,-0.019808855464805167,2.1741110425198174e-06
35,-0.019808855464805167,2.166230292090319e-06
36,0.08812294324841641,-1.1889868684029581e-08
37,-0.04197705526657951,1.2207828528131083e-08
38,0.08812294324841641,3.006275117336554e-08
39,-0.04197705526657951,-2.961516957963052e-08
40,0.02740726974223577,2.4866590246084713e-09
41,0.02740726974223577,-2.6352677332165085e-09
42,0.02740726974223577,5.327554812180605e-11
43,0.02740726974223577,-2.490651724162314e-09
44,-0.01980885546480517,7.389632136929982e-07
45,-0.01980885546480517,7.381726044907876e-07
46,-0.01980885546480517,1.304104951591512e-07
47,-0.01980885546480517,1.1878718166544336e-07
48,0.03455769599094051,-0.08660019245141372
49,0.03455769599094051,-0.08659694772164486
50,0.03455769599094051,-0.08659779109227357
51,0.03455769599094051,-0.08660047595925743
52,-0.40516889844632487,0.9910147133523852
53,0.10838414113696816,-0.9961769372889753
54,-0.0124054517382054,0.008416811900240032
55,-0.0124054517382054,0.008445304985707655
56,-0.004950549216887914,-1.5619661029867407e-09
57,-0.004950549216887914,-3.912679065051522e-10
58,-0.004950549216887914,2.8606340074655965e-10
59,-0.004950549216887914,-8.138495718967991e-11
60,-0.00528092457564878,9.631514530195685e-11
61,-0.00528092457564878,-1.566158776873161e-10
62,-0.00528092457564878,7.936403339274152e-11
63,-0.00528092457564878,-1.5513508968951684e-10
64,-0.05206368066441219,7.921975784635599e-08
65,0.03584216104499615,-8.489022947523832e-08
66,-0.05206368066441219,-8.953579026351588e-08
67,0.03584216104499615,8.020860228014937e-08
68,-0.018251453851250717,-8.430698041799002e-09
69,-0.018251453851250717,-1.6827221256161295e-07
70,-0.018251453851250717,1.6798010266983892e-07
71,-0.018251453851250717,1.2025835295570795e-08
72,-0.6893596033215872,0.9999999392357215
73,0.13312726305055478,-0.9872172570146438
74,-0.029953573280908332,0.008448552509381117
75,-0.029953573280908332,0.008415095124213267
76,-0.020599590913829686,-1.3364761330714145e-10
77,-0.020599590913829686,3.8431393317118325e-11
78,-0.020599590913829686,-1.348948743536092e-10
79,-0.020599590913829686,1.2807990330974982e-11
80,0.030721243699744098,2.0906529024641865e-09
81,0.030721243699744098,6.920337297826196e-10
82,0.030721243699744098,-2.441747187789386e-10
83,0.030721243699744098,3.012299939019307e-10
84,-1.0422225890818175,0.9962251550952343
85,0.166357041202506,-0.9909913019712526
86,-0.05055314851355583,0.008446069169719805
87,-0.05055314851355583,0.008417604798272804
88,0.08621548186430761,0.9909784102847348
89,0.023949816229503477,8.091951517446144e-08
90,0.023949816229503477,-1.5138337066254315e-07
91,0.09377663554128447,0.9872430036734331
92,0.10838414113696816,-0.9962243125260232
93,0.03584216104499615,-5.371681612014757e-07
94,0.03584216104499615,2.3413948719624064e-07
95,-0.004950549216887913,-0.0003375347010422988
96,-0.004950549216887913,-0.00033414683285404106
97,-0.004950549216887913,-0.0007949205777434972
98,-0.004950549216887913,-0.0007982989637397664
99,-0.012405451738205397,-1.2039383930746025e-08
100,-0.012405451738205397,2.9764555617222184e-08
101,-0.018251453851250713,3.483589294325925e-11
102,-0.018251453851250713,-5.573237593082196e-12
103,-0.018251453851250713,-2.315786459279767e-11
104,-0.018251453851250713,-3.1774604442970997e-12
105,-0.00528092457564878,-2.0987470641319226e-07
106,-0.00528092457564878,-2.554672898573647e-07
107,-0.00528092457564878,2.886841171281111e-07
108,-0.00528092457564878,2.919062790427734e-07
109,0.09638117366264423,0.9999991689002958
110,0.013600193664961771,4.818694590352938e-07
111,0.013600193664961771,-2.624709225733545e-07
112,0.009021583363922536,-3.3721627815954176e-08
113,0.009021583363922536,-1.4689574079188625e-09
114,0.009021583363922536,3.209645479143209e-08
115,0.009021583363922536,-1.5477082621226848e-10
116,0.013600193664961773,7.220822348303639e-08
117,0.013600193664961773,-9.203377575852468e-08
118,0.016783773063929086,0.0058395383271832675
119,0.016783773063929086,0.0057947065143096445
120,0.016783773063929086,0.00579690290574086
121,0.016783773063929086,0.005841600622143379
122,0.09523706522823015,0.9910139198542915
123,0.024466758510817196,6.812326016286665e-08
124,0.024466758510817196,-1.6893634348972292e-07
125,-0.0005169422813137365,-1.2279036498189213e-11
126,-0.0005169422813137365,-1.3129302532426529e-11
127,-0.0005169422813137365,1.7034493037161426e-11
128,-0.0005169422813137365,2.483974285410934e-11
129,0.11056040860521357,0.9872395203589046
130,0.0419223040967963,1.3092058322518864e-07
131,0.0419223040967963,-1.3327962153207872e-07
132,0.10656352798400537,0.9961865598517831
133,0.13312726305055478,-0.987204309352265
134,-0.020599590913829686,1.4707303465742506e-06
135,-0.020599590913829686,1.4867168394071794e-06
136,-0.020599590913829686,-1.473578178465122e-06
137,-0.020599590913829686,-1.4673606922193496e-06
138,-0.029953573280908332,-1.0918927401028763e-08
139,-0.029953573280908332,3.1104350644876455e-08
140,0.030721243699744098,-0.00039367289865739564
141,0.030721243699744098,-0.0003967841515259204
142,0.030721243699744098,-0.000341741591053552
143,0.030721243699744098,-0.0003373476976026219
144,0.09523706522823015,0.9909791411316946
145,-0.0005169422813137365,-8.561307098690126e-11
146,-0.0005169422813137365,3.026516785984776e-11
147,-0.0005169422813137365,1.7665818610458395e-11
148,-0.0005169422813137365,2.746722788872057e-11
149,0.024466758510817196,7.858989222939934e-08
150,0.024466758510817196,-9.466185272723868e-08
151,0.11586404293002134,0.9999637232379124
152,0.031606043829357715,2.1531345746801468e-08
153,0.031606043829357715,4.047597356449429e-10
154,0.031606043829357715,-2.1307708276395074e-08
155,0.031606043829357715,-7.150873991233507e-11
156,0.1381695718133631,0.9961892196952196
157,0.166357041202506,-0.9910175269966437
158,-0.050553148513555836,-1.0587095653669182e-08
159,-0.050553148513555836,3.1218148781296384e-08
160,0.11056040860521357,0.9872437487651872
161,0.04192230409679631,1.1175262964299855e-07
162,0.04192230409679631,-5.841740989649147e-08
163,0.1381695718133631,0.9962223263914315
164,0.18577673109755194,0.9999962564153135
165,0.0885220615853347,-0.99622505103361
166,0.016033305580190987,-9.265738535288936e-08
167,0.016033305580190987,7.797659435168557e-08
168,-0.017356000955093313,-1.203756297937766e-08
169,-0.017356000955093313,2.9764643400663767e-08
170,-0.012970529275601935,5.818516493518144e-12
171,-0.015318666338180915,2.408878000763873e-11
172,-0.0023481370625789686,2.9342706843283732e-12
173,-0.0023481370625789686,1.6252472804535862e-11
174,-0.015318666338180915,7.841955126342248e-12
175,-0.012970529275601935,-1.8700474400592817e-11
176,0.105719993308319,-0.9872402636475975
177,0.1317993452115655,-0.9910148713831228
178,-0.01983190481381173,-1.0752934338424172e-08
179,-0.01983190481381173,3.112896253121234e-08
180,0.08621548186430761,0.991014653063452
181,0.023949816229503477,7.921976391872634e-08
182,0.023949816229503477,-8.953580032883224e-08
183,0.09377663554128447,0.9872402654491091
184,0.10656352798400537,0.9962250947073756
